,Date,Sign,Text
136,30 june 2019,aries,"People may try to talk you out of doing something that you desire. The question is: should you listen to them? Maybe they’re jealous and don’t want to see you succeed. Or maybe they have your back, but they have a limited view as to what is possible. Don’t give up your dreams that easily. Stand up for what you want!

"
137,1 july 2019,aries,"Red hot Mars enters your romance zone, turning up the heat and spice factor! New love can be found. Existing relationships can take a dramatic, sexy turn. Just make sure that you aren’t so bogged down in home and caree5r matters that you don’t have time to enjoy this delicious energy.

"
138,2 july 2019,aries,"Work, work, work. It may seem that you just can’t get away from it. Pay close attention, Aries, because tomorrow’s solar eclipse may make you choose between your personal life and your professional one. If a boss (or your own business) is sucking you dry, some changes need to be made, stat.

"
139,3 july 2019,aries,"The focus is on your nearest and dearest as a solar eclipse occurs in Cancer, your domestic sector. The urge to nest and spend more time with loved ones will increase as gentle Venus enters this house today also. However, work demands may be pressing on you, and you may have some hard choices to make. If a job or other big goal is taking too much away from your personal life, it’s time to do some thinking.

"
140,4 july 2019,aries,"Some tough decisions need to be made about your personal life and your career. This is going to require an open mind. The ability to recognize new possibilities is the key, so don’t get stuck in a traditional groove. Let other people play by the rules or do things to keep people happy. You need to go your own way.

"
141,5 july 2019,aries,"The Moon, Jupiter and Neptune form a happy triangle in the heavens, encouraging you to live life a little bolder. This not only includes the “outside”–your appearance or the activities you take part of–but your inner world as well. Why not study a new philosophy or concept, such as Zen or mindfulness?

"
142,6 july 2019,aries,"The Virgo Moon sets up a sporty kind of a day. So go ahead, work that body! Swim, hike, play tennis or golf, or go to the gym and take a class. Then make this a habit, because you’re going to need vibrant health. An eclipse in the most ambitious part of your chart occurs on the 16th, and it’s going to be intense.

"
143,7 july 2019,aries,"Egads! Mercury goes retrograde in your house of romance. Between now and the 19th you need to watch what you say (and text) to a lover. Old issues could come back, needing to be dealt with. Don’t forget that red hot Mars is in this sector too, which could amp up drama. Oh….and I would be remiss if I didn’t tell you that old lovers could come slithering back too. Gird your loins.

"
144,8 july 2019,aries,"Changes need to be made at home and with your family, and this is a good time to do so. The Sun and Venus are both in this part of your chart, so you have cosmic support. The key to handling these issues intelligently is to use logic, not emotions. Facts will win the day over feelings.

"
145,9 july 2019,aries,"People will be playing hard ball today, so get ready for stubbornness and attitudes. The fiery Sun opposes disciplined Saturn. This is NOT a good time to bend the rules, tell the boss to go f**k off, or get way too emotional in the wrong setting. Keep calm and carry on.

"
146,10 july 2019,aries,"Someone close may need a shoulder to cry on today. Or maybe they just need some advice. Be there for them, as you’ll be able to provide inspiration and balance.

"
147,11 july 2019,aries,"Emotions can get heated as the two cosmic hotheads, Mars and Uranus, square off against each other in the heavens. Someone could say or do something that will throw you off balance. Heck, even you might do something that’s out of character. Think before you react.

"
148,12 july 2019,aries,"It’s a great day to indulge in anything of a creative nature or a sports activity. Your need to grow mentally, and even though many people view hobbies and sports as something primarily done for relaxation, they can also expand your mind. Which is precisely why you should try a new technique or activity.

"
